Nome,Best_Resolution_transformed,Boost_Clock_values,Core_Speed_val,DVI_Connection_val,Dedicated_bin,DisplayPort_Connection_val,HDMI_Connection_val,Integrated_bin,L2_Cache_transf,Max_Power_val,Memory_val,Memory_Bandwidth_val,Memory_Bus_val,Memory_Speed_val,DDR,DDR2,DDR3,DDR4,GDDR2,GDDR3,GDDR4,GDDR5,GDDR5X,HBM-1,HBM-2,eDRAM,Notebook_GPU_val,PSU_watts,PSU_amps,Pixel_Rate_val,Power_Connector_val,Process_val,2048x1536,2560x1600,4096x2160,4096x2304,5120x2880,5120x3200,7680x4320,disposable,SLI_Crossfire_val,Shader_val,TMUs_val,Texture_Rate_val,VGA_Connection_val
QB3BSYENWQWSBX0SC2QYE,0,0,0,0,1.0,0.0,0.0,0.0,1,0,5,0.0,8,500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3.0,-1,-1,-1
ZVVJUBHE2KB6HG,0,0,0,0,1.0,0.0,0.0,0.0,1,59,10,38.4,7,800,0,0,0,0,0,1,0,0,0,0,0,0,0,450,0,0,1,0,0,1,0,0,0,0,0,0,0.0,4.0,-1,-1,1
FPIKF1OMJCA3CF0,6,0,0,0,0.0,0.0,0.0,1.0,1,65,0,34.1,5,1067,0,0,1,0,0,0,0,0,0,0,0,0,0,300,22,6,1,28,0,0,1,0,0,0,0,0,0.0,5.0,32,24,0
SR47PAF9K0HFKZ9U,0,0,0,0,1.0,0.0,0.0,0.0,1,0,4,1.8,2,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.3,-1,-1,0
V2478TFKJYRB2BCXJYO0,8,0,575,2,1.0,0.0,0.0,0.0,1,95,8,57.6,8,900,0,0,0,0,0,1,0,0,0,0,0,0,0,450,33,9,2,55,0,1,0,0,0,0,0,0,1.0,4.1,32,18,0
A8MDZ26F58O1935WO4CKSVP9YWF01O0R1GZ,12,0,800,2,1.0,0.0,1.0,0.0,10,200,17,0.0,8,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,500,30,26,1,40,0,1,0,0,0,0,0,0,1.0,5.0,88,70,0
TWQEDZEYC2G,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,10.7,2,667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,-1,-1,-1
NWBFJQ60KW7ED39,0,0,0,2,1.0,0.0,0.0,0.0,1,0,4,12.8,5,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,-1,-1,0
4XNTK981BPTU4C,0,0,0,0,0.0,0.0,0.0,1.0,1,0,0,6.4,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.0,-1,-1,1
T3UN6IX4HZD3WX8,0,0,0,1,1.0,0.0,0.0,0.0,1,23,5,5.3,2,333,0,1,0,0,0,0,0,0,0,0,0,0,0,350,18,0,1,0,0,1,0,0,0,0,0,0,1.0,3.0,-1,-1,1
LAU0WJD3PG6W,2,0,0,0,0.0,0.0,1.0,1.0,1,0,0,0.0,0,800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,80,0,0,0,0,0,0,0,1,1.0,4.0,8,4,1
